问题提出时间,问题描述,解决过程,解决过程.1
2024-03-19 11:49:00,AGV 152042出现大量Tray Error，该AGV去年8月也曾出现相同错误，带回测试环境后正常。请求检查现场RCS与AGV通信是否有问题。,客服陈振林表示正在午餐，客户先发送日志。客服陈振林收到日志后查看，并询问152042小车分拣时皮带是否正常转动。客户回复：不转动，会带着货物返回感应口。客服陈振林查看日志发现是前皮带电机离线，与现场通信无关，猜测是小车静电导致，建议现场做防静电防护。客户表示托盘已贴防静电膜，输送商品皮带也已采取防静电措施，并质疑若静电是原因，为何只有152042故障。客服陈振林远程连接客户电脑。客户确认已拆下故障AGV，询问是否可调查。客户确认其他AGV也有相同的静电防护。客户确认收到故障机后会检查电机。,
2024-03-19 13:27:00,皮带松弛，且轮子锁紧螺丝松动导致轮子脱落。皮带电机内部螺丝也出现松动导致皮带异响。询问Libiao在定期检查时是否也紧固红色箭头所示部位（螺丝）。,客服andy将问题转发给周望标，指出皮带边缘磨损可能是由于持续摩擦，请求意见和解决方案。客户进一步说明螺丝松动通常会在开机时发出噪音，此前此次是首次脱落。客服木（周望标）表示正在了解。客服木询问其他场地翻板小车是否也出现轮子螺丝松动情况。客户回复此次是首次脱落，通常松动时开机有噪音会在脱落前发现。客服andy再次提醒周望标此问题，并询问是否有库存部件。客服木回复没有库存。,
2024-03-18 13:21:00,安川集箱现场修改后的地图不再使用SLIM导航，全部使用魔毯，希望计算魔毯的数量和种类。,客服andy询问地图是否只有一层。客户Kei确认是地面层，上方有一套3D分拣。客服andy指出图中垂直和水平方向多处地毯不对齐，这将很麻烦。客户Kei解释了集箱的流程：工人将箱子放在货位，系统调度小车将箱子搬到自动仓库入口，空箱则反向操作。客服andy表示软件应该不需要修改，只需订好接口协议，但强调地毯不对齐是大问题。客户Kei希望软件能解决地毯不对齐问题。客服andy表示偏离太多，不建议这样，并表示计算地毯数量需先调整好图纸。客户Kei表示将查看，感觉处理有难度。,
2024-03-22 10:11:00,现场有一台AGV（小车148108）突然停止，此前已经因为相同原因停过2次，请求远程查看。,客服同意远程协助后，客户提供了远程连接信息。远程连接一度断开，客服怀疑是客户网络问题，客户确认后客服重新连接成功。因客户现场即将开始分拣，客服在简单查看后断开连接，客户请求查明原因后告知。客服随后请求远程查看小车，客户将AGV重新部署到另一台架台并提供了新的连接信息。客服连接后确认场地不同。客服分析日志发现小车148108有一个急停日志，日志显示霍尔板有问题但远程查看霍尔板无错误。客服建议现场观察小车148108在该场地是否会再次出现此错误，并查看磁条图是否异常。客户表示会进行随机走行测试以确认错误是否再次出现。,
2024-03-22 11:29:00,在绵半场地，AGV从停车区和走行区无法前进，反复进出，请求检查地图或逻辑。问题发生在3月21日16点左右。,客户提供了远程连接信息。客服确认已修改地图，并指出修改了三个地毯。客户表示会检查。,
2024-03-26 09:28:00,PAL习志野的地图需要修改，因料槽安装滚筒输送机，需要机器人不进行旋回。,客服倪里特建议客户联系Kei，并说明立镖有专门的地图制作小组。客户表示了解并会进行确认。,
2024-03-27 09:01:00,CB30（双电机）输送带电机显示离线，更换输送带没有改善，询问是否需要更换主板。,客服要求获取日志查看，客户提供了AGVID 91213并确认可远程连接。客服指导客户将小车移离当前地毯，放到正常地毯上测试。客服询问皮带电机电源线是否连接，客户确认两个电机都红点闪烁。客服指示客户尝试将其中一个皮带电源线连接到指定插口，并重新注册小车。客服确认小车不再报错，客户确认正常启动。客服解释之前一个皮带电机离线，通过更新配置和升级固件后能读取到电机。客服还更正了固件版本为4BB。客户表示下次遇到类似问题会尝试此方法，客服补充说明插上电源线后如果两个皮带电机灯闪烁，说明电机可检测到，此时再升级即可。,
2024-03-28 12:30:00,客户手动进行了所有AGV的外形注册，但未被记录，导致位置偏移。Grid尺寸为500。,客户在提出问题后不久自行解决了问题，并告知原因是实际使用的PVC板是550，但设置成了500，修正后问题解决。客服随后询问了具体原因和解决方式，客户进行了说明。,
2024-03-28 13:11:00,特定的AGV在特定坐标点反复打滑，外形注册未能改善。询问是否应重新刷固件。,客服确认是小车频繁打滑，并询问小车速度和加速度是否过快，客户表示看起来没有问题。客服建议如果场地地毯和轮子没有严重磨损，可以尝试更新固件。,
2024-03-28 15:02:00,通过UserAPI接收到分拣任务后立即被取消，询问是否是分拣系统发出的命令。,客服陈振林回复取消任务是上游软件WCS下发的请求。客服倪里特介入，表示会调查，并要求陈振林获取当天完整的日志。客户提供RAPID日志并补充WCS侧收到RCS的回复是任务已收到，但不明白为何AGV会移动到停车位。客服倪里特分析日志和代码后未找到线索或代码问题，认为问题很奇怪，可能与地磁有关。建议RCS增加更多日志，更新现场RCS，问题再发生时继续分析。客服倪里特确认WCS没有发送任何取消任务的命令，并确认需要修改代码并添加日志，RCS版本会变化，可在下周进行。客户理解并请求继续准备更新用的RCS。,
2024-03-29 13:47:00,AGV 91212充电故障，询问是否需要更换主板。,客服要求使用万用表测试指定位置是否有电压，并询问充电桩亮灯情况和该小车在正常充电桩上能否正常充电。客户回复不能充电。此问题在聊天记录中被另一个紧急问题打断，后续没有明确的解决过程或结论。,
2024-03-29 14:16:00,AGV 91213（双电机输送带类型）紧急停止按钮一侧无反应，更换线缆位置后另一侧有反应。,客服要求拔掉指定两根线并拍照查看电路板接口，客户提供了照片。客服询问是否有两个小电阻，客户回复没有。客服指示移除该电阻，并说明此处不需要电阻。客户确认双电机输送带AGV有3处不需要抵抗，客服肖肖纠正：不是3处而是2处，且并非双电机皮带机专属，而是大车和小车的区别，并指出之前指导过客户。客户确认。此问题在聊天记录中后续没有明确的解决过程或结论。,
2024-04-01 10:22:00,客户请求将满包传感器的反应数从3/5改为4/5，请求告知修改位置。,客服告知在车服json中将参数设置成4即可。客户表示感谢并立即修改。,
2024-04-01 14:26:00,满包传感器A009看起来满了但未触发满包判定（设置3个传感器遮挡为满）。,客户提供了远程连接信息和问题发生时间。客服肖肖检查后表示在客户说的时间段内有几次是满包的，看起来没有问题。客户补充描述是灯条亮红但不变紫，导致商品不断涌入箱子溢出。客服肖肖建议有现象时保留现象并查看灯条状态，拍照或录像，以便现场调查。客户Badiane Alioune现场确认后，更换了灯条A009。客服肖肖确认灯条已重新注册，询问功能是否正常。客户询问如果没有硬件问题，是否可能由参数引起，客服肖肖解释灯条参数统一设置，不会针对某个灯条单独设置。客户询问A009再次出现问题下一步如何处理，客服肖肖表示需要查看具体现象，请工程师分析原因，暂时无其他建议。客户表示其他灯条有时也有问题，会检查并提供信息。,
2024-04-02 14:32:00,AGV 104216未能到达目的地（在打包台区域），停在障碍物附近。,"客服黄昌广根据日志分析，104216在去打包台过程中碰到障碍物，然后未找到中心码，一直停在4,12坐标，具体原因不清楚。客户询问其他AGV是否在相同坐标有障碍物反应历史，或仅104216。客服黄昌广回复停着不动是第一次，避障可能发生过因为此处机器人会排队，并指出日志显示大概在两处避障。客户询问障碍物停止坐标(4,12)正好是右转坐标，是否可以回避。客服黄昌广解释障碍物距离远于目的地距离时不会考虑障碍物。客户询问是否因未能正常避障导致104216停止，是否只需观察后续再发。客服黄昌广表示策略未更新，需要继续观察，目前信息无法定位问题。客户猜测可能是障碍物发生时机不佳，未能回避。",
2024-04-02 16:02:00,请求调查AGV碰撞原因。,客服肖肖要求远程查看。客户提供了错误的TV ID，后提供正确的TV ID。客服肖肖反馈RCS未记录到此次急停，并询问机器人ID，客户表示没有ID信息。客服肖肖询问机器人碰撞后是否没有急停而是继续运行，客户表示视频显示碰撞后停了，但不知道为何没有急停记录。客服肖肖再次确认RCS日志没有急停记录，并询问是否是昨天发生的。客户最终确认碰撞发生在昨天（3月28日）下午1:40左右。客服肖肖判断原因是时间同步导致，这两天系统都进行了时间同步，已关闭RCS电脑的时间同步。,
2024-04-02 17:34:00,AGV 191089在3月25日15:00左右到达C-10检品站后，即使发出启动指令也未走行，一直停在站内。,客服肖肖要求远程查看，客户因PC卡死重新连接。客服肖肖询问该机器人C-10停留多久以及如何离开的。客户回答没有离开，箱子在AGV上，并指出WCS发出了启动通知，但191089的任务被清除，导致后续191063到达时发生重复错误。客服肖肖根据日志查看，显示191089在15:19:44到达C-10，15:20:27离开，并已给WCS发送信息。客户询问这是否意味着WCS接收失误，是通信故障。客服肖肖初步判断是这样，并表示会请倪里特再次检查。客户请求倪里特有追加信息时联系。,
2024-04-03 10:37:00,紧急充电模式下，AGV没有去充电器而是去待机位并全部电源关闭（仅发生一次）。,客服确认现象后要求发送日志查看。客户告知因无法进入现场PC，无法获取日志。客服倪里特建议尝试关闭RCS，再操作一次。客服肖肖根据后续获取的日志（解决中野的类似问题时），发现用户在短时间内反复切换“随机跑模式”和“紧急充电模式”，判断是用户反复切换应急模式导致RCS内部流程问题。客服肖肖建议遇到此现象，进行RCS重启是最佳手段，而非切换模式。客户确认并表示会告知客户。,
