dispose_type_name,dispose_content,解决方案,备注
换货,车号：114057、107123  故障：小车运行多次发生急停、跑偏  原因：陀螺仪离线  处理：更换新BMSP板,,
换货,车号：116082  故障：小车不会执行卸货动作   原因：翻板电机离线 （电机灯都不亮了）  处理：更换新电机,,
换货,车号：197080  故障：小车运行时一直故障提示：444C条无描述  原因：霍尔板故障   处理：更换新霍尔板,,
快速处理,24台小车故障维修,,
换货,"故障：13号机LCD白屏、28号机LCD屏不亮
原因：未知、  排线损坏
处理：更换LCD屏",,
换货,故障：3D分拣机提示电机过载、X滑块上轴移动时有异响、卡顿的现象  原因：轴承滚轮损坏  处理：更换新轴承,,
换货,"故障：分拣机运行中异响
原因：滑块轴承故障，摩擦Y轴
处理：待配件到达更换滑块",,
换货,"130117无法充电，更换电源板，旧20230118232新407603
130110无法开机更换电源板旧板128236，新板410911",,
换货,"129054无法识别RFID,旧霍尔板511872新霍尔板20230801032
130185少电池温控线，补上
130195校正轮径，霍尔",,
换货,"116210霍尔板磁条图不好，实际是BMSP问题，更换BMSP板，旧308640新308021
116251霍尔板磁条图不好，实际是BMSP问题，更换BMSP板，旧308631新308082
116212无法通讯，无线模块下铜柱没有，bmsp车号实际上是131001，加装铜柱，更改车号，",,
换货,故障：3D分拣机处于待机模式运行不了、交换机板端口灯都不亮了  原因：交换机板故障  处理：更换新交换机板,,
换货,故障：小车运行过程中，走几下就自动关机了  原因：拆开检查发现接线柱螺纹坏了，螺丝怎么也上不紧，导致接触不良   处理：更换新电源板,,
快速处理,"112151更换底盘上盖万向轮支架
112195更换底盘上盖万向轮支架
112204更换底盘上盖万向轮支架
输送带脚轮安装
木板上打腻子，并铺上锡箔纸",,
换货,"故障：2号机皮带断裂，原因：未知，处理：更换皮带
",,
换货,6-2-2设备29号分拣机  故障：1号电机离线    原因：电机故障，轴不会转动  处理：更换新1号电机,,
换货,车号170142  故障：小车运行多次急停   原因：霍尔板故障   处理：更换新霍尔板,,
换货,"故障：相机灯闪烁
原因：相机灯故障
处理：更换备用相机",,
快速处理,"1、发货口地毯重铺
2、桌腿撞歪调整
3、分拣机卸货口调整
4、螺丝固定检查",,
换货,"描述：
故障：分拣机无法上线启动     
原因：1号，2号电机故障    
处理：更换1号，2号电机",,
换货,"描述：
故障：分拣机无法上线启动     
原因：1号，2号电机故障    
处理：更换1号，2号电机",,
换货,"问题：电路板里没有程序
原因：未知
处理：重新打上程序后机会",,
快速处理,"1、维修98185小车，发现电池衰耗快，肖侠驹在处理
2、皮带传送机轮子维修
3、平台凹陷处铝箔纸损坏更换
4、称台凸起，按照客户要求调平处理",,
运维,"场地：太仓优衣库
现象：小车状态随机性开关机
原因：未知，怀疑是信道分配不合理，信道数不够，导致小车争抢信道
措施：重新分配信道，增加信道数后恢复","1.打开rcs界面按住Ctrl+K调出ap界面，查看ap是否都在线
  -是：进入步骤2
  -否：根据ap离线操作流程进行指引
2.点击右下角环境检测按钮查看机器人所在信道是否很杂
  -是：修改干净的信道后把机器人关机退出rcs,删除目录下的信道文件后重启rcs
  -否：联系专业的售后技术人员处理",
运维,"
现象：去错分拣机
","1.查看时间分拣机名称和rcs的格口名称是否对应
  -是：联系专业的售后技术人员查看
  -否：修改rcs的格口名称和实际相对应，并重启rcs软件",
快速处理,"故障：3D分拣机6号机网络不稳定
原因：网络环路导致
处理：避开环路，从6号分拣机环路断开。",,
换货,故障：格口满包按钮盒打开不了格口   原因：灯条故障  处理：更换新灯条,,
换货,故障：多件发车时，啪下USB发车按钮没反应   原因：按钮盒故障  处理：更换新USB发车按钮,,
换货,"故障：191195小车发生急停
原因：霍尔板温控不好
处理：更换霍尔板
其他：场地其他设备检查。",,
快速处理,"1.故障:3号26号分拣机精益管脱落
原因：骑马扣螺丝脱落，骑马扣掉落
处理:更换新的骑马扣重新固定。
2.故障:上下层充电桩充电异常
原因:经过检查测量充电桩无任何问题，个别小车电极片氧化导致充电异常
处理：建议客户停机所有小车电极片砂纸打磨一次
3.故障：分拣机出现整体断网
原因：未找到具体原因，可能是网络接触不良导致
处理:建议客户停机后网线重新插拔一下。后期观察",,
快速处理,"1.故障：小车出现跑偏现象
原因：平台木板磨损出现凹坑，小车经过失去平衡跑偏
处理：跑偏位置整块木板进行180度转向，改换磁条方向，更换RFID位置，是好的平面转换为小车经过频繁的位置，更换后随机跑一切正常
2.故障：小车112161经常跑偏
原因：万向轮支架断裂。
处理:更换万向轮支架
",,
快速处理,"故障：4、5号电机离线
原因：黑色扁线内部短路
处理：更换X、Y轴扁线（Y轴扁线不够长，使用黑色扁线延长）",,
换货,故障：3D分拣机提示电机过载、X滑块上轴移动时有异响、卡顿的现象  原因：轴承滚轮损坏  处理：更换新轴承,,
换货,故障：3D分拣机翻板损坏   原因：与变型货架碰撞     处理：更换新翻板,,
换货,"故障：小车右轮经常离线
原因：电机故障
处理：更换主动轮电机
",,
换货,"故障：机器人原地打转，导致左轮电机离线
原因：bmsp板出现故障，可能是陀螺仪，或者芯片问题
处理：更换bmsp板,同是更换无线模块",,
换货,"故障：车服找不到小车信息
原因：无线模块故障
处理：更换无线模块",,
换货,"故障：193097，193251，194197机器人出现跑偏
原因:霍尔板故障
处理：更换霍尔板",,
换货,故障：4-1-3设备7号分拣机运行中多次突然读卡器离线   原因：读卡器故障    处理：更换新读卡器                          故障：4-1-2设备8号分拣机故障提示读卡器无法读到RFID（6#）  原因：读卡器故障    处理：更换新读卡器,,
换货,故障：3D分拣机提示2号电机离线   原因：2号电机故障 （电机指示灯都不亮）  处理：更换新电机,,
换货,故障：3D分拣机运行不了 提示3号电机离线    原因：3号电机故障 （检查电机通信在线，通电后轴不会转动）  处理：更换新电机,,
换货,"故障：分拣机翻板不卸货
原因：5号电机减速机故障
处理;更换减速机",,
快速处理,"故障:小车急停太多，产量上不去
原因：平台垃圾太多，导致地毯破损严重。
处理：对破损地毯进行更换，对连接处破损进行缺口修补，提高小车速度，达到期望产量，最后结果由于地毯变形，移位，高速度还是急停太多，预期产量不能达到，最终速度跑到1900，实际达到产量5500.",,
换货,"故障：分拣机运行卡顿
原因：X轴滑块内固定轴承损坏，拆不下来，更换滑块
处理：轴承拆不下来，更换滑块",,
快速处理,"故障：3号线26号分拣机运行卡顿
原因：固定轴承损坏
处理：更换轴承",,
快速处理,安装并注册灯条，数量23个，外加现场备件5个,,
快速处理,"故障：小车急停，皮带机轮子掉落，平台铝箔纸掉落
处理：校验轮径，安装轮子，铝箔纸重新铺设",,
快速处理,"故障：小车急停，充电桩升级
处理：充电桩升级版本",,
快速处理,"故障：3DX轴皮带断裂，3D异响
处理：更换皮带，异响处理掉",,
快速处理,"故障：小车BMSP损坏，充电桩需要升级
处理：利用备件更换，升级充电桩",,
换货,"故障：10号分拣机没电
原因：电梯板烧坏
处理：更换电梯板",,
快速处理,"1.故障：机器人出现急停现象
原因：木平台小车起步位置加速度导致木板磨损出现凹坑，导致小车跑偏，轮径错误，导致急停。
处理：通过机械研发给出的方案，用磨砂塑料片进行修补测试，现场测试运行正常，具体稳定性需要后期观察。对其他有凹坑的位置对木板做180度旋转，更换侧条方向，更换RFID位置，让木板原来停车区位置变成主干道位置。
2.故障:112194，112182小车出现急停
原因：小车万向轮支架断裂，112182底盘万向轮立柱破裂，底盘破裂
处理:  112194更换万向轮之间，112182更换万向轮之间，底盘没有带配件，目前能正常使用，等待下次携带配件更换底盘。

",,
换货,"故障：分拣机网络不稳定
原因：交换机板电容问题
处理：更换交换机板",,
快速处理,"1.平台木板检查
2.小车随机跑对所有小车做检查
3.故障小车的维修（10台）
4.格口灯条的检查
5.灯条软件的检查
6.对小车急停的位置检查，找出急停原因做维修
7.挡边的检查
",,
快速处理,"故障：100117  101078  101077  100138   100027  101045  101074小车急停，无法运行
原因：小车万向轮之间断裂
处理：更换万向轮之间",,
换货,"故障：100215小车开机电机不通电
原因：电源板故障，没有24V
处理：更换电源板
",,
快速处理,"故障：87086小车翻板翻不起
原因:翻板电机减速机故障
处理:更换减速机",,
换货,"故障：不能集包
原因：灯条故障
处理：更换灯条",,
换货,"故障：120243小车霍尔板离线，校准霍尔板后用一会又不行了
原因：未知
处理：更换霍尔板",,
换货,"故障：分拣机无法开机
原因：电梯板无输出电压
处理：更换电梯板",,
快速处理,10台分拣机更换交换板,,
快速处理,"马士基维密，pvh,lulu 仓库DNS刷新，IP地址更改做现成协助，更新后设备运行一切正常。",,
换货,"故障：车服搜索不到小车信号
原因：无线模块故障
处理：更换无线模块",,
快速处理,"故障：小车原地打转
原因：右轮电机锁不住
处理：电机对零位后正常",,
快速处理,"故障：158228,158223 小车跑偏
原因：没有查出原因
处理：校准轮径，校准霍尔观察两小时，运行正常
故障：136203小车出现can总线故障
原因：can线接触不良
处理：拆机对所有can线重新插拔检查，电源板，BMSp电压测量正常，运行正常
统计:三台小车灯板长亮，运行正常，充电桩出现充电不正常，充电很慢，现场做了处理，目前正常",,
快速处理,"故障:3号线9号机Y轴卡住不动
原因：滑块轴承破裂
处理：更换滑块轴承",,
换货,故障：4-2-2（25号分拣机）电机离线/电梯板电压UNB  原因：电梯板单元电压不平衡  处理：更换新电梯板            故障：6-2-1（27号分拣机）电梯板电压UNB  原因：电梯板单元电压不平衡  处理：更换新电梯板,,
